filename,text,source
img_1.jpg,cefiget 40mg,89
img_2.jpg,tab azimax,89
img_3.jpg,tab toniflex,89
img_4.jpg,nims,89
img_5.jpg,dicloran,89
img_6.jpg,breeky,89
img_7.jpg,pronaz,89
img_8.jpg,movax,89
img_9.jpg,cap caricef,89
img_10.jpg,bisleri,89
img_11.jpg,tab novidat,89
img_12.jpg,tab azitma 500mg,89
img_13.jpg,tab tonoflex p,89
img_14.jpg,tab nims 100mg,89
img_15.jpg,tab dicloran,89
img_16.jpg,tab breaky,89
img_17.jpg,tab provas,89
img_18.jpg,cap caricef 40mg,89
img_19.jpg,tab bisleri,89
img_20.jpg,tab novidat,89
img_21.jpg,tab distalgesic,89
img_22.jpg,tab atcomid,89
img_23.jpg,tab atconate,89
img_25.jpg,tab mesulid,89
img_26.jpg,movelate,89
img_27.jpg,uriguard,89
img_28.jpg,na dard,89
img_30.jpg,tab atcam,89
img_31.jpg,tab my d,89
img_32.jpg,tab ostium,89
img_33.jpg,tab distalgasic,89
img_34.jpg,tab atcomid,89
img_35.jpg,tab atconate,89
img_36.jpg,tab mesulid,89
img_37.jpg,tab movalate,89
img_38.jpg,tab uriguard,89
img_39.jpg,tab na dard,89
img_40.jpg,tab atcam,89
img_41.jpg,tab my d,89
img_42.jpg,tab ostium,89
img_43.jpg,tab getryl 1mg,89
img_44.jpg,tab covam 5-80mg,89
img_45.jpg,tab fexet 60mg,89
img_46.jpg,starcox 90,89
img_47.jpg,leflox 200mg,89
img_48.jpg,cefiget 40mg,89
img_49.jpg,tab lipiget 10mg,89
img_50.jpg,cap risek 20mg,89
img_51.jpg,nebil ,89
img_52.jpg,tab montiget 10mg,89
img_53.jpg,montiget,89
img_54.jpg,getryl,89
img_55.jpg,covam,89
img_56.jpg,fexet,89
img_57.jpg,starcox 90,89
img_58.jpg,leflox,89
img_59.jpg,risek,89
img_60.jpg,lipiget,89
img_61.jpg,azitma,89
img_62.jpg,tonoflox,89
img_63.jpg,novidate,89
img_64.jpg,getryl,89
img_65.jpg,covam,89
img_66.jpg,fixit,89
img_67.jpg,starcox,89
img_68.jpg,leflox,89
img_69.jpg,cefeget,89
img_70.jpg,risek,89
img_71.jpg,lipiget,89
img_72.jpg,montiget,89
img_73.jpg,distalgesic,89
img_74.jpg,tab atcomid,89
img_75.jpg,tab atconate,89
img_76.jpg,tab mesulid,89
img_77.jpg,tab movelate,89
img_78.jpg,tab uriguard,89
img_79.jpg,tab na dard,89
img_80.jpg,tab atcam,89
img_81.jpg,my-d,89
img_82.jpg,ostium,89
img_83.jpg,nims,89
img_84.jpg,dicloran,89
img_85.jpg,breeky,89
img_86.jpg,provas,89
img_87.jpg,movax,89
img_88.jpg,caricef,89
img_89.jpg,bisleri,89
img_90.jpg,5% dns,RxHand Original
img_91.jpg,5% dns,RxHand Original
img_92.jpg,5% dns,RxHand Original
img_93.jpg,5% dns,RxHand Original
img_94.jpg,5% dns,RxHand Original
img_95.jpg,5% dns,RxHand Original
img_96.jpg,5% dns,RxHand Original
img_97.jpg,5% dns,RxHand Original
img_98.jpg,5% dns,RxHand Original
img_99.jpg,Aaxius,RxHand Original
img_100.jpg,Abasaglar,RxHand Original
img_101.jpg,Abasaglar,RxHand Original
img_102.jpg,abasaglar,RxHand Original
img_103.jpg,abasaglar,RxHand Original
img_104.jpg,Abicon,RxHand Original
img_105.jpg,abicon max,RxHand Original
img_106.jpg,AC PR,RxHand Original
img_107.jpg,Ace,RxHand Original
img_108.jpg,Ace,RxHand Original
img_109.jpg,Ace,RxHand Original
img_110.jpg,Ace,RxHand Original
img_111.jpg,Ace Power,RxHand Original
img_112.jpg,Ace power,RxHand Original
img_113.jpg,Ace XR,RxHand Original
img_114.jpg,Acemox,RxHand Original
img_115.jpg,acliz plus,RxHand Original
img_116.jpg,acliz plus,RxHand Original
img_117.jpg,Acliz Plus,RxHand Original
img_118.jpg,Acliz Plus,RxHand Original
img_119.jpg,Acliz Plus,RxHand Original
img_120.jpg,acron,RxHand Original
img_121.jpg,Actilac,RxHand Original
img_122.jpg,Actilac,RxHand Original
img_123.jpg,Actilac,RxHand Original
img_124.jpg,actilac,RxHand Original
img_125.jpg,Actrafid,RxHand Original
img_126.jpg,Actrafid,RxHand Original
img_127.jpg,Actrafid,RxHand Original
img_128.jpg,Actrafid,RxHand Original
img_129.jpg,Actrapid,RxHand Original
img_130.jpg,Actrapid,RxHand Original
img_131.jpg,Actrapid,RxHand Original
img_132.jpg,Actrapid,RxHand Original
img_133.jpg,Actrapid,RxHand Original
img_134.jpg,Actrapid,RxHand Original
img_135.jpg,Actrapid,RxHand Original
img_136.jpg,Actrapid,RxHand Original
img_137.jpg,Actrapid,RxHand Original
img_138.jpg,Actrapid,RxHand Original
img_139.jpg,Actrapid,RxHand Original
img_140.jpg,Actrapid,RxHand Original
img_141.jpg,actrapid,RxHand Original
img_142.jpg,actrapid,RxHand Original
img_143.jpg,actrapid,RxHand Original
img_144.jpg,Adora,RxHand Original
img_145.jpg,Adovas,RxHand Original
img_146.jpg,Adovas,RxHand Original
img_147.jpg,Alcet,RxHand Original
img_148.jpg,aeropen,RxHand Original
img_149.jpg,Afix,RxHand Original
img_150.jpg,afix,RxHand Original
img_151.jpg,afix,RxHand Original
img_152.jpg,afix,RxHand Original
img_153.jpg,A-Flux,RxHand Original
img_154.jpg,A-flux,RxHand Original
img_155.jpg,Afrin,RxHand Original
img_156.jpg,A-fun,RxHand Original
img_157.jpg,Airmont,RxHand Original
img_158.jpg,Aislof max,RxHand Original
img_159.jpg,alafix,RxHand Original
img_160.jpg,alafix,RxHand Original
img_161.jpg,alafix,RxHand Original
img_162.jpg,alafix,RxHand Original
img_163.jpg,alafix,RxHand Original
img_164.jpg,alafix,RxHand Original
img_165.jpg,alafix,RxHand Original
img_166.jpg,alafix,RxHand Original
img_167.jpg,alafix,RxHand Original
img_168.jpg,alafix,RxHand Original
img_169.jpg,alafix,RxHand Original
img_170.jpg,alafix,RxHand Original
img_171.jpg,Alanol,RxHand Original
img_172.jpg,Alatol,RxHand Original
img_173.jpg,Alatrof,RxHand Original
img_174.jpg,Alatrol,RxHand Original
img_175.jpg,Alben,RxHand Original
img_176.jpg,Albumin,RxHand Original
img_177.jpg,albutein,RxHand Original
img_178.jpg,Alc,RxHand Original
img_179.jpg,Alcef,RxHand Original
img_180.jpg,Alcef,RxHand Original
img_181.jpg,Alcef,RxHand Original
img_182.jpg,Alcet,RxHand Original
img_183.jpg,Alcet,RxHand Original
img_184.jpg,Alcet,RxHand Original
img_185.jpg,Alcet,RxHand Original
img_186.jpg,Alcet,RxHand Original
img_187.jpg,Alcet,RxHand Original
img_188.jpg,Alcet,RxHand Original
img_189.jpg,Alcet,RxHand Original
img_190.jpg,Alcet,RxHand Original
img_191.jpg,Alcet,RxHand Original
img_192.jpg,Alcet,RxHand Original
img_193.jpg,alcet,RxHand Original
img_194.jpg,alcet,RxHand Original
img_195.jpg,Alect,RxHand Original
img_196.jpg,Alfane,RxHand Original
img_197.jpg,Alfane,RxHand Original
img_198.jpg,Alfane,RxHand Original
img_199.jpg,Alfane,RxHand Original
img_200.jpg,Alfane,RxHand Original
img_201.jpg,Alfix,RxHand Original
img_202.jpg,algecal,RxHand Original
img_203.jpg,Algend,RxHand Original
img_204.jpg,Algin,RxHand Original
img_205.jpg,Algin,RxHand Original
img_206.jpg,Algin,RxHand Original
img_207.jpg,Algin,RxHand Original
img_208.jpg,Algin,RxHand Original
img_209.jpg,Algin,RxHand Original
img_210.jpg,Algin,RxHand Original
img_211.jpg,Algin,RxHand Original
img_212.jpg,Algin,RxHand Original
img_213.jpg,Algin,RxHand Original
img_214.jpg,Algin,RxHand Original
img_215.jpg,algin,RxHand Original
img_216.jpg,algin,RxHand Original
img_217.jpg,Algin,RxHand Original
img_218.jpg,algin,RxHand Original
img_219.jpg,algin,RxHand Original
img_220.jpg,Algin,RxHand Original
img_221.jpg,Algin,RxHand Original
img_222.jpg,Algin,RxHand Original
img_223.jpg,Algin,RxHand Original
img_224.jpg,Algin,RxHand Original
img_225.jpg,Algin,RxHand Original
img_226.jpg,Algin,RxHand Original
img_227.jpg,Algin,RxHand Original
img_228.jpg,Algin,RxHand Original
img_229.jpg,Algin,RxHand Original
img_230.jpg,Algin,RxHand Original
img_231.jpg,Algin,RxHand Original
img_232.jpg,Algin,RxHand Original
img_233.jpg,Algin,RxHand Original
img_234.jpg,Algin,RxHand Original
img_235.jpg,Algin,RxHand Original
img_236.jpg,Algin,RxHand Original
img_237.jpg,Algin,RxHand Original
img_238.jpg,Algin,RxHand Original
img_239.jpg,Algin,RxHand Original
img_240.jpg,Algin,RxHand Original
img_241.jpg,Algin,RxHand Original
img_242.jpg,Algin,RxHand Original
img_243.jpg,Algin,RxHand Original
img_244.jpg,Algin,RxHand Original
img_245.jpg,Algin,RxHand Original
img_246.jpg,Algin,RxHand Original
img_247.jpg,Algin,RxHand Original
img_248.jpg,Algin,RxHand Original
img_249.jpg,Algin,RxHand Original
img_250.jpg,Algin,RxHand Original
img_251.jpg,Algin,RxHand Original
img_252.jpg,Algin,RxHand Original
img_253.jpg,Algin,RxHand Original
img_254.jpg,Algin,RxHand Original
img_255.jpg,Algin,RxHand Original
img_256.jpg,Algin,RxHand Original
img_257.jpg,Algin,RxHand Original
img_258.jpg,Algin,RxHand Original
img_259.jpg,Algin,RxHand Original
img_260.jpg,Algin,RxHand Original
img_261.jpg,Algin,RxHand Original
img_262.jpg,Algin,RxHand Original
img_263.jpg,Algin,RxHand Original
img_264.jpg,Algin,RxHand Original
img_265.jpg,Algin,RxHand Original
img_266.jpg,Algin,RxHand Original
img_267.jpg,Algin,RxHand Original
img_268.jpg,Algin,RxHand Original
img_269.jpg,Algin,RxHand Original
img_270.jpg,Algin,RxHand Original
img_271.jpg,Algin,RxHand Original
img_272.jpg,Algin,RxHand Original
img_273.jpg,Algin,RxHand Original
img_274.jpg,Algin,RxHand Original
img_275.jpg,Algin,RxHand Original
img_276.jpg,Algin,RxHand Original
img_277.jpg,algin,RxHand Original
img_278.jpg,algin,RxHand Original
img_279.jpg,algin,RxHand Original
img_280.jpg,algin,RxHand Original
img_281.jpg,algin,RxHand Original
img_282.jpg,Algin Plus,RxHand Original
img_283.jpg,Algin Sorg,RxHand Original
img_284.jpg,alix,RxHand Original
img_285.jpg,Allcaron,RxHand Original
img_286.jpg,Allyglot,RxHand Original
img_287.jpg,Almex tab,RxHand Original
img_288.jpg,Alolrol,RxHand Original
img_289.jpg,ALOS,RxHand Original
img_290.jpg,Alrin,RxHand Original
img_291.jpg,Ambrox,RxHand Original
img_292.jpg,Ambrox,RxHand Original
img_293.jpg,Ambrox,RxHand Original
img_294.jpg,Ambrox,RxHand Original
img_295.jpg,Ambrox,RxHand Original
img_296.jpg,Ambrox,RxHand Original
img_297.jpg,ambrox,RxHand Original
img_298.jpg,ambrox,RxHand Original
img_299.jpg,Ambroy,RxHand Original
img_300.jpg,amdocal,RxHand Original
img_301.jpg,amdocal,RxHand Original
img_302.jpg,amdoral,RxHand Original
img_303.jpg,Amikacin,RxHand Original
img_304.jpg,Amikacin,RxHand Original
img_305.jpg,Amilin,RxHand Original
img_306.jpg,Amilin,RxHand Original
img_307.jpg,amilin,RxHand Original
img_308.jpg,Amlip,RxHand Original
img_309.jpg,Amino Plm,RxHand Original
img_310.jpg,Aminosol,RxHand Original
img_311.jpg,Aminosol,RxHand Original
img_312.jpg,Aminosol,RxHand Original
img_313.jpg,Amitip,RxHand Original
img_314.jpg,Amitip,RxHand Original
img_315.jpg,Amitip,RxHand Original
img_316.jpg,Amitip,RxHand Original
img_317.jpg,Amitip,RxHand Original
img_318.jpg,Amitip,RxHand Original
img_319.jpg,Amitip,RxHand Original
img_320.jpg,Amitip,RxHand Original
img_321.jpg,Amitip,RxHand Original
img_322.jpg,Amitip,RxHand Original
img_323.jpg,Amitip,RxHand Original
img_324.jpg,Amitip,RxHand Original
img_325.jpg,Amitip,RxHand Original
img_326.jpg,Amlip,RxHand Original
img_327.jpg,Amlip,RxHand Original
img_328.jpg,Amlocal,RxHand Original
img_329.jpg,Amlrocaf,RxHand Original
img_330.jpg,Anadol,RxHand Original
img_331.jpg,Anadol,RxHand Original
img_332.jpg,Anadol,RxHand Original
img_333.jpg,Anadol,RxHand Original
img_334.jpg,Anadol,RxHand Original
img_335.jpg,Anadol,RxHand Original
img_336.jpg,Anadol,RxHand Original
img_337.jpg,Anadol,RxHand Original
img_338.jpg,Anadol,RxHand Original
img_339.jpg,Anadol,RxHand Original
img_340.jpg,Anadol,RxHand Original
img_341.jpg,Anadol,RxHand Original
img_342.jpg,Anadol,RxHand Original
img_343.jpg,anadol,RxHand Original
img_344.jpg,anadol,RxHand Original
img_345.jpg,Analac,RxHand Original
img_346.jpg,Anadol,RxHand Original
img_347.jpg,Ancor 5,RxHand Original
img_348.jpg,aneobex,RxHand Original
img_349.jpg,Anfree,RxHand Original
img_350.jpg,Anfrocef,RxHand Original
img_351.jpg,Anfuye,RxHand Original
img_352.jpg,Angilock,RxHand Original
img_353.jpg,Anitip,RxHand Original
img_354.jpg,Anitip,RxHand Original
img_355.jpg,Anitip,RxHand Original
img_356.jpg,Anitip,RxHand Original
img_357.jpg,Anitip,RxHand Original
img_358.jpg,Anitip,RxHand Original
img_359.jpg,Anlin,RxHand Original
img_360.jpg,Anodof,RxHand Original
img_361.jpg,Anodol,RxHand Original
img_362.jpg,ansef,RxHand Original
img_363.jpg,Anset,RxHand Original
img_364.jpg,Ansilou,RxHand Original
img_365.jpg,Anstouit,RxHand Original
img_366.jpg,Ansulin,RxHand Original
img_367.jpg,Ansulin  ,RxHand Original
img_368.jpg,Insulin R,RxHand Original
img_369.jpg,Insulin R,RxHand Original
img_370.jpg,Insulin R,RxHand Original
img_371.jpg,Insulin R,RxHand Original
