filename,text,source
img_6425.png,Trilock,Testing
img_4259.jpg,phylopen,RxHand Original
img_2371.jpg,geolan,RxHand Original
img_4788.jpg,tab,RxHand Original
img_9615.png,Atrizin,Validation
img_7136.png,Candinil,Training
img_10006.png,Lucan-R,Validation
img_743.jpg,Calboral D,RxHand Original
img_7461.png,Esonix,Training
img_1065.jpg,Cifaclav,RxHand Original
img_6402.png,Telfast,Testing
img_7965.png,Flugal,Training
img_7498.png,Esoral,Training
img_8326.png,Maxima,Training
img_4353.jpg,Purtisol,RxHand Original
img_7339.png,Diflu,Training
img_6023.png,Flexibac,Testing
img_916.jpg,Ceevit,RxHand Original
img_5960.png,Fenadin,Testing
img_6852.png,Backtone,Training
img_6154.png,Metro,Testing
img_3902.jpg,Nopxon,RxHand Original
img_1911.jpg,esohil,RxHand Original
img_9452.png,Trilock,Training
img_7365.png,Diflu,Training
img_4207.jpg,Pain at calf,RxHand Original
img_8204.png,Lucan-R,Training
img_184.jpg,Alcet,RxHand Original
img_3538.jpg,Neuro-B,RxHand Original
img_1685.jpg,Drop,RxHand Original
img_4212.jpg,Paloxi,RxHand Original
img_1463.jpg,Dexter,RxHand Original
img_10188.png,Opton,Validation
img_5931.png,Esoral,Testing
img_9128.png,Ritch,Training
img_4846.jpg,TAB. OUOCM-D,RxHand Original
img_5990.png,Filmet,Testing
img_266.jpg,Algin,RxHand Original
img_7682.png,Fexofast,Training
img_5269.jpg,Valic CR,RxHand Original
img_5427.jpg,voltalin,RxHand Original
img_2977.jpg,Metronidazole,RxHand Original
img_1.jpg,cefiget 40mg,89
img_2065.jpg,Ferix-V,RxHand Original
img_2510.jpg,hpr ds,RxHand Original
img_10168.png,Odmon,Validation
img_7013.png,Beklo,Training
img_6118.png,M-Kast,Testing
img_6651.png,Axodin,Training
img_6885.png,Backtone,Training
img_4828.jpg,Tab. Flamex,RxHand Original
img_4593.jpg,Roxim,RxHand Original
img_1860.jpg,ESCilex,RxHand Original
img_4550.jpg,rolac,RxHand Original
img_8336.png,Maxpro,Training
img_1637.jpg,Don A,RxHand Original
img_9169.png,Rivotril,Training
img_2540.jpg,inj,RxHand Original
img_2855.jpg,Maxima,RxHand Original
img_4782.jpg,tab,RxHand Original
img_482.jpg,Ayim,RxHand Original
img_2700.jpg,Kinate,RxHand Original
img_8259.png,M-Kast,Training
img_10020.png,M-Kast,Validation
img_6691.png,Azithrocin,Training
img_5872.png,Dancel,Testing
img_8253.png,M-Kast,Training
img_3445.jpg,Nasal,RxHand Original
img_2141.jpg,Filwef,RxHand Original
img_5310.jpg,viglimet,RxHand Original
img_5292.jpg,vaxitet,RxHand Original
img_236.jpg,Algin,RxHand Original
img_8387.png,Metro,Training
img_526.jpg,Beklo 10,RxHand Original
img_1782.jpg,Emistat,RxHand Original
img_8699.png,Nexcap,Training
img_8798.png,Nidazyl,Training
img_2602.jpg,Injection,RxHand Original
img_2049.jpg,Fenix-V,RxHand Original
img_10176.png,Odmon,Validation
img_7887.png,Flexibac,Training
img_3839.jpg,Nexum,RxHand Original
img_5010.jpg,Tb. Calboral-D,RxHand Original
img_6070.png,Ketotab,Testing
img_758.jpg,Calboral Dx,RxHand Original
img_9896.png,Filmet,Validation
img_1597.jpg,diet,RxHand Original
img_8206.png,Lucan-R,Training
img_2323.jpg,Fuclav,RxHand Original
img_6334.png,Rhinil,Testing
img_8996.png,Progut,Training
img_1663.jpg,Doximev,RxHand Original
img_8977.png,Progut,Training
img_10054.png,Metro,Validation
img_6587.png,Amodis,Training
img_2006.jpg,Farpev,RxHand Original
img_4953.jpg,Tablet,RxHand Original
img_1107.jpg,clavutil,RxHand Original
img_1725.jpg,Efedio,RxHand Original
img_2303.jpg,Fossical D,RxHand Original
img_4728.jpg,Syp Asyntamax,RxHand Original
img_8424.png,Metsina,Training
img_3802.jpg,Nexum Mups 20,RxHand Original
img_4054.jpg,Omeprazole,RxHand Original
img_3485.jpg,Nesotem,RxHand Original
img_528.jpg,bengel,RxHand Original
img_7055.png,Bicozin,Training
img_3211.jpg,nalbun 2,RxHand Original
img_4709.jpg,supp,RxHand Original
img_9405.png,Telfast,Training
img_2757.jpg,Lecor,RxHand Original
img_1545.jpg,Diet,RxHand Original
img_3260.jpg,Napa,RxHand Original
img_7257.png,Dancel,Training
img_8234.png,Lumona,Training
img_9000.png,Progut,Training
img_2395.jpg,Gestrenol,RxHand Original
img_4677.jpg,soluprud,RxHand Original
img_854.jpg,Capsule,RxHand Original
img_5130.jpg,Tonlino,RxHand Original
img_9011.png,Provair,Training
img_7213.png,Conaz,Training
img_5324.jpg,vildamef,RxHand Original
img_5938.png,Etizin,Testing
img_9817.png,Disopan,Validation
img_85.jpg,breeky,89
img_9042.png,Provair,Training
img_6277.png,Odmon,Testing
img_9240.png,Romycin,Training
img_2346.jpg,Fylox,RxHand Original
img_2760.jpg,Lerozol,RxHand Original
img_2391.jpg,Gestrenol,RxHand Original
img_4029.jpg,Omep,RxHand Original
img_9554.png,Zithrin,Training
img_3495.jpg,Neuro,RxHand Original
img_6763.png,Azyth,Training
img_7946.png,Flugal,Training
img_136.jpg,Actrapid,RxHand Original
img_7499.png,Esoral,Training
img_7646.png,Fenadin,Training
img_9288.png,Sergel,Training
img_6049.png,Ketocon,Testing
img_7630.png,Fenadin,Training
img_794.jpg,Calcor-D,RxHand Original
img_10336.png,Vifas,Validation
img_1128.jpg,clindamycin,RxHand Original
img_8364.png,Maxpro,Training
img_7898.png,Flexilax,Training
img_7767.png,Filmet,Training
img_2830.jpg,Lutilax 24,RxHand Original
img_3483.jpg,Nervoprx,RxHand Original
img_3299.jpg,Napa,RxHand Original
img_1706.jpg,ECG,RxHand Original
img_9890.png,Filmet,Validation
img_1777.jpg,Emistat,RxHand Original
img_5875.png,Dancel,Testing
